날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
"	2025-05-21",239,24.7,20.4,29.5
"	2025-05-22",239,20.5,18.1,23.2
"	2025-05-23",239,19.1,16.5,23.8
"	2025-05-24",239,15.2,13.8,17.9
"	2025-05-25",239,16.9,10.1,23.8
"	2025-05-26",239,18.6,11.1,25.9
"	2025-05-27",239,19.5,12.3,26.4
"	2025-05-28",239,19.8,13.2,26.6
"	2025-05-29",239,20.3,13.3,26.8
"	2025-05-30",239,19.6,13.5,26.8
"	2025-05-31",239,19.7,12.6,25.4
"	2025-06-01",239,21.4,13.8,29.3
"	2025-06-02",239,19.7,16.6,23.5
"	2025-06-03",239,20.2,15,25.9
"	2025-06-04",239,19.5,12.7,26.4
"	2025-06-05",239,20.2,11.7,27.3
"	2025-06-06",239,22,16.1,29.8
"	2025-06-07",239,23,16,30.3
"	2025-06-08",239,24.8,21.2,30.6
"	2025-06-09",239,24.4,20.3,30.7
"	2025-06-10",239,22.7,17.7,28.1
"	2025-06-11",239,21.8,14.3,29
"	2025-06-12",239,23.6,16,30.5
"	2025-06-13",239,20.3,17.9,25.1
"	2025-06-14",239,22.7,19.1,28.4
"	2025-06-15",239,25.8,20.3,31.3
"	2025-06-16",239,23.4,21.2,26.8
"	2025-06-17",239,23.9,19.8,29.7
"	2025-06-18",239,24.6,19.6,30.4
"	2025-06-19",239,25.8,18.9,31.9
"	2025-06-20",239,24.6,22.9,26.5
"	2025-06-21",239,20.7,17.5,23.7
"	2025-06-22",239,22.2,16.8,28.8
"	2025-06-23",239,24.1,16.2,31.2
"	2025-06-24",239,21.5,19.2,25.9
"	2025-06-25",239,20.5,19.3,21.9
"	2025-06-26",239,22.1,19.6,26.7
"	2025-06-27",239,24.5,19.8,29.9
"	2025-06-28",239,26.3,22.8,30.6
"	2025-06-29",239,27.5,24.5,32.1
"	2025-06-30",239,27.8,22.8,32.8
"	2025-07-01",239,27.7,23.7,32.6
"	2025-07-02",239,28,24,33.1
"	2025-07-03",239,27.5,23.9,32
"	2025-07-04",239,26.7,23.9,30.7
"	2025-07-05",239,27.3,24.4,31.9
"	2025-07-06",239,27.9,24.4,32
"	2025-07-07",239,29.3,25.3,34
"	2025-07-08",239,30.5,25.7,35.7
"	2025-07-09",239,30.3,26.1,34.8
"	2025-07-10",239,29.4,24.1,34.2
"	2025-07-11",239,28.7,24,33.8
"	2025-07-12",239,27.7,22.1,33.8
"	2025-07-13",239,24.4,21.3,28.9
"	2025-07-14",239,22.6,19.2,30.1
"	2025-07-15",239,22.3,20.3,25.2
"	2025-07-16",239,22.3,21.3,23.7
"	2025-07-17",239,21.8,20.9,22.5
"	2025-07-18",239,24,21.3,28.3
"	2025-07-19",239,24.3,22.9,27.9
"	2025-07-20",239,27.1,22.7,32.1
"	2025-07-21",239,27.6,23.8,32.6
"	2025-07-22",239,28.1,23.9,32.8
"	2025-07-23",239,28.1,23.5,33.1
"	2025-07-24",239,28.7,23.6,34.3
"	2025-07-25",239,29.6,24,35.1
"	2025-07-26",239,29.8,24.4,34.9
"	2025-07-27",239,30.5,25.4,36.1
"	2025-07-28",239,29.7,25.4,34.9
"	2025-07-29",239,29.9,24.4,35.9
"	2025-07-30",239,29.8,25.1,34.6
"	2025-07-31",239,29.4,25.6,34.2
"	2025-08-01",239,29.4,24.1,35.6
"	2025-08-02",239,30,24.3,35.3
"	2025-08-03",239,26.3,21.6,30.2
"	2025-08-04",239,27.3,22.8,31
"	2025-08-05",239,28.2,23.3,32.9
"	2025-08-06",239,27,25.5,29.4
"	2025-08-07",239,26.3,22.4,31
"	2025-08-08",239,24.9,21.1,29.6
"	2025-08-09",239,23.7,22,26
"	2025-08-10",239,25.5,20.5,31.3
"	2025-08-11",239,23.7,21.8,27.1
"	2025-08-12",239,24.1,21,28.9
"	2025-08-13",239,26.3,23.2,30.9
"	2025-08-14",239,27.3,23.7,30.8
"	2025-08-15",239,27.7,24.1,32.4
"	2025-08-16",239,27.1,24.1,32.1
"	2025-08-17",239,27.1,22.8,32.5
"	2025-08-18",239,27.7,24.1,33.1
"	2025-08-19",239,28.3,25.3,32.6
"	2025-08-20",239,28,24,33.2
"	2025-08-21",239,28.7,24.3,34.8
"	2025-08-22",239,28,24.4,33.3
"	2025-08-23",239,28.4,23.2,33.8
"	2025-08-24",239,29,24.6,34.5
"	2025-08-25",239,29,25.1,33.6
"	2025-08-26",239,25.6,23.7,29
"	2025-08-27",239,25.2,22,31.4
"	2025-08-28",239,27.2,22.4,32
"	2025-08-29",239,28.3,25.3,32.5
"	2025-08-30",239,28.1,25.5,33.5
"	2025-08-31",239,27.2,24.2,32.3
"	",,,,
